Stranakelly,https://vrti-graph.adaptcentre.ie/entity-card/place/present-day/townland/Stranakelly/v1tn2s6
Tinahely,https://vrti-graph.adaptcentre.ie/entity-card/place/present-day/townland/Tinahely/v1myx42
Toberlownagh,https://vrti-graph.adaptcentre.ie/entity-card/place/present-day/townland/Toberlownagh/v1f44yn
Toberpatrick,https://vrti-graph.adaptcentre.ie/entity-card/place/present-day/townland/Toberpatrick/v1z9p6r
Tomacork,https://vrti-graph.adaptcentre.ie/entity-card/place/present-day/townland/Tomacork/v1d2kr4
Tombreen,https://vrti-graph.adaptcentre.ie/entity-card/place/present-day/townland/Tombreen/v155qrr
Tomcoyle,https://vrti-graph.adaptcentre.ie/entity-card/place/present-day/townland/Knockatomcoyle/v1wwp94
Tomnafinnoge,https://vrti-graph.adaptcentre.ie/entity-card/place/present-day/townland/Tomnafinnoge/v1w6jg7
Tomnaskela,https://vrti-graph.adaptcentre.ie/entity-card/place/present-day/townland/Tomnaskela/v1gw6z5
Toorboy,https://vrti-graph.adaptcentre.ie/entity-card/place/present-day/townland/Toorboy/v151hkz
Tullowclay,https://vrti-graph.adaptcentre.ie/entity-card/place/present-day/townland/Tullyclay/v1gbk65
Umrygar,https://vrti-graph.adaptcentre.ie/entity-card/place/present-day/townland/Umrygar/v16wvm6
Whitefield,https://vrti-graph.adaptcentre.ie/entity-card/place/present-day/townland/Whitefield/v11qy3n
Whiterock,https://vrti-graph.adaptcentre.ie/entity-card/place/present-day/townland/Whiterock/v1mqr65
